agent,root_cause_name,net_env,scenario_topo_size,session_id,csv_tool_errors,log_is_err,log_txt_err,log_any_err
CC-Baseline,link_bandwidth_throttling,sdn_clos,s,0427094628,0,0,0,0
CC-Baseline,link_bandwidth_throttling,sdn_clos,m,0427095131,0,0,0,0
CC-Baseline,link_bandwidth_throttling,sdn_clos,l,0427100308,0,0,0,0
CC-Baseline,link_bandwidth_throttling,p4_bloom_filter,-,0427101553,0,3,0,3
CC-Baseline,link_bandwidth_throttling,p4_int,-,0501154428,0,0,0,0
CC-Baseline,link_bandwidth_throttling,p4_mpls,-,0427102504,0,0,0,0
CC-Baseline,link_bandwidth_throttling,simple_bgp,-,0427104132,0,0,0,0
CC-Baseline,link_high_packet_corruption,dc_clos_bgp,s,0427104414,0,1,0,1
CC-Baseline,link_high_packet_corruption,dc_clos_bgp,m,0427105312,0,1,0,1
CC-Baseline,link_high_packet_corruption,dc_clos_bgp,l,0427110216,0,1,0,1
CC-Baseline,link_high_packet_corruption,dc_clos_service,s,0427110844,0,0,0,0
CC-Baseline,link_high_packet_corruption,dc_clos_service,m,0427111543,0,3,0,3
CC-Baseline,link_high_packet_corruption,dc_clos_service,l,0427112148,0,0,0,0
CC-Baseline,link_high_packet_corruption,ospf_enterprise_static,s,0427112625,0,1,0,1
CC-Baseline,link_high_packet_corruption,ospf_enterprise_static,m,0427113738,0,5,0,5
CC-Baseline,link_high_packet_corruption,ospf_enterprise_static,l,0427114444,0,3,1,4
CC-Baseline,link_high_packet_corruption,rip_small_internet_vpn,s,0427115141,0,3,0,3
CC-Baseline,link_high_packet_corruption,rip_small_internet_vpn,m,0427115435,0,0,0,0
CC-Baseline,link_high_packet_corruption,rip_small_internet_vpn,l,0427115718,0,2,0,2
CC-Baseline,link_high_packet_corruption,sdn_star,s,0427120116,0,0,0,0
CC-Baseline,link_high_packet_corruption,sdn_star,m,0427120349,0,2,0,2
CC-Baseline,link_high_packet_corruption,sdn_star,l,0427120811,0,0,0,0
CC-Baseline,link_high_packet_corruption,sdn_clos,s,0427121055,0,0,0,0
CC-Baseline,link_high_packet_corruption,sdn_clos,m,0427121342,0,0,0,0
CC-Baseline,link_high_packet_corruption,sdn_clos,l,0427122639,0,0,0,0
CC-Baseline,link_high_packet_corruption,p4_bloom_filter,-,0427123236,0,0,0,0
CC-Baseline,link_high_packet_corruption,p4_counter,-,0427123743,0,0,0,0
CC-Baseline,link_high_packet_corruption,p4_int,-,0501154714,0,0,0,0
CC-Baseline,link_high_packet_corruption,p4_mpls,-,0427123952,0,3,0,3
CC-Baseline,link_high_packet_corruption,simple_bgp,-,0427124256,0,3,0,3
CC-Baseline,dns_lookup_latency,dc_clos_service,s,0427124515,0,0,0,0
CC-Baseline,dns_lookup_latency,dc_clos_service,m,0427124832,0,0,0,0
CC-Baseline,dns_lookup_latency,dc_clos_service,l,0427125452,0,0,0,0
CC-Baseline,receiver_resource_contention,dc_clos_service,s,0427125927,0,4,0,4
CC-Baseline,receiver_resource_contention,dc_clos_service,m,0427130812,0,0,0,0
CC-Baseline,receiver_resource_contention,dc_clos_service,l,0427131624,0,2,0,2
CC-Baseline,receiver_resource_contention,ospf_enterprise_static,s,0427132407,0,4,0,4
CC-Baseline,receiver_resource_contention,ospf_enterprise_static,m,0427133331,0,4,0,4
CC-Baseline,receiver_resource_contention,ospf_enterprise_static,l,0427134315,0,4,0,4
CC-Baseline,receiver_resource_contention,rip_small_internet_vpn,s,0427135353,0,0,0,0
CC-Baseline,receiver_resource_contention,rip_small_internet_vpn,l,0427141332,0,2,0,2
CC-Baseline,sender_application_delay,dc_clos_service,s,0427141804,0,0,0,0
CC-Baseline,sender_application_delay,dc_clos_service,m,0427142608,0,1,0,1
CC-Baseline,sender_application_delay,dc_clos_service,l,0427143534,0,0,0,0
CC-Baseline,sender_application_delay,ospf_enterprise_static,s,0427144729,0,0,0,0
CC-Baseline,sender_application_delay,ospf_enterprise_static,m,0427145659,0,6,0,6
CC-Baseline,sender_application_delay,ospf_enterprise_static,l,0427150927,0,3,1,4
CC-Baseline,sender_application_delay,rip_small_internet_vpn,s,0427151726,0,3,0,3
CC-Baseline,sender_application_delay,rip_small_internet_vpn,m,0427152643,0,0,0,0
CC-Baseline,sender_application_delay,rip_small_internet_vpn,l,0427153618,0,0,0,0
CC-Baseline,sender_resource_contention,dc_clos_service,s,0427154744,0,4,0,4
CC-Baseline,sender_resource_contention,dc_clos_service,m,0427155231,0,4,0,4
CC-Baseline,sender_resource_contention,dc_clos_service,l,0427160150,0,2,0,2
CC-Baseline,sender_resource_contention,ospf_enterprise_static,s,0427161015,0,7,0,7
CC-Baseline,sender_resource_contention,ospf_enterprise_static,m,0427161629,0,0,0,0
CC-Baseline,sender_resource_contention,ospf_enterprise_static,l,0427162612,0,4,0,4
CC-Baseline,sender_resource_contention,rip_small_internet_vpn,s,0427163815,0,0,0,0
CC-Baseline,sender_resource_contention,rip_small_internet_vpn,m,0427164851,0,1,0,1
CC-Baseline,sender_resource_contention,rip_small_internet_vpn,l,0427165816,0,0,0,0
SADE,dns_record_error,dc_clos_service,s,0426151750,0,0,0,0
SADE,dns_record_error,dc_clos_service,m,0426171517,0,0,0,0
SADE,dns_record_error,dc_clos_service,l,0428125723,0,0,0,0
SADE,host_crash,dc_clos_bgp,s,0426154448,0,2,0,2
SADE,host_crash,dc_clos_bgp,m,0426191841,0,1,0,1
SADE,host_crash,dc_clos_bgp,l,0426192209,0,1,0,1
SADE,host_crash,dc_clos_service,s,0426192611,0,1,0,1
SADE,host_crash,dc_clos_service,m,0426192819,0,2,0,2
SADE,host_crash,dc_clos_service,l,0426193058,0,1,0,1
SADE,host_crash,ospf_enterprise_static,s,0426193732,0,4,0,4
SADE,host_crash,ospf_enterprise_static,m,0426194126,0,2,0,2
SADE,host_crash,ospf_enterprise_static,l,0426194644,0,1,0,1
SADE,host_crash,rip_small_internet_vpn,s,0426195020,0,2,0,2
SADE,host_crash,rip_small_internet_vpn,m,0426195302,0,2,0,2
SADE,host_crash,rip_small_internet_vpn,l,0426195523,0,1,0,1
SADE,host_crash,sdn_star,s,0429174124,0,1,0,1
SADE,host_crash,sdn_star,m,0429174331,0,2,0,2
SADE,host_crash,sdn_star,l,0429174539,0,1,0,1
SADE,host_crash,sdn_clos,s,0429174731,0,1,0,1
SADE,host_crash,sdn_clos,m,0429174911,0,3,0,3
SADE,host_crash,sdn_clos,l,0429175825,0,2,0,2
SADE,host_crash,p4_bloom_filter,-,0429180850,0,1,0,1
SADE,host_crash,p4_counter,-,0426210526,0,1,0,1
SADE,host_crash,p4_int,-,0426211805,0,1,0,1
SADE,host_crash,p4_mpls,-,0426210750,0,1,0,1
SADE,host_crash,simple_bgp,-,0426212031,0,1,0,1
SADE,host_ip_conflict,dc_clos_bgp,s,0426212207,0,0,0,0
SADE,host_ip_conflict,dc_clos_bgp,m,0426212511,0,0,0,0
SADE,host_ip_conflict,dc_clos_bgp,l,0426212936,0,0,0,0
SADE,host_ip_conflict,ospf_enterprise_static,s,0426215608,0,0,0,0
SADE,host_ip_conflict,ospf_enterprise_static,m,0426220058,0,0,0,0
SADE,host_ip_conflict,ospf_enterprise_static,l,0426221127,0,0,1,1
SADE,host_ip_conflict,rip_small_internet_vpn,s,0426221618,0,0,0,0
SADE,host_ip_conflict,rip_small_internet_vpn,m,0426222306,0,0,0,0
SADE,host_ip_conflict,rip_small_internet_vpn,l,0426222735,0,0,0,0
SADE,host_ip_conflict,sdn_star,s,0429181450,0,1,0,1
SADE,host_ip_conflict,sdn_star,m,0429181727,0,0,0,0
SADE,host_ip_conflict,sdn_star,l,0429181928,0,2,0,2
SADE,host_ip_conflict,sdn_clos,s,0429182125,0,0,0,0
SADE,host_ip_conflict,sdn_clos,m,0429182343,0,0,0,0
SADE,host_ip_conflict,sdn_clos,l,0429183354,0,1,0,1
SADE,host_ip_conflict,p4_bloom_filter,-,0426232526,0,0,0,0
SADE,host_ip_conflict,p4_counter,-,0426232707,0,1,0,1
SADE,host_ip_conflict,p4_int,-,0426233221,0,0,0,0
SADE,host_ip_conflict,p4_mpls,-,0426233419,0,0,0,0
SADE,host_ip_conflict,simple_bgp,-,0426233713,0,0,0,0
SADE,host_incorrect_dns,dc_clos_service,s,0426233854,0,0,0,0
SADE,host_incorrect_dns,dc_clos_service,m,0426234220,0,0,0,0
SADE,host_incorrect_dns,dc_clos_service,l,0426234735,0,0,0,0
SADE,host_incorrect_gateway,dc_clos_bgp,s,0426235151,0,0,0,0
SADE,host_incorrect_gateway,dc_clos_bgp,m,0426235520,0,0,0,0
SADE,host_incorrect_gateway,dc_clos_bgp,l,0426235922,0,0,0,0
SADE,host_incorrect_gateway,dc_clos_service,s,0427000420,0,0,0,0
SADE,host_incorrect_gateway,dc_clos_service,m,0427000800,0,0,0,0
SADE,host_incorrect_gateway,dc_clos_service,l,0427001255,0,0,0,0
SADE,host_incorrect_gateway,ospf_enterprise_static,s,0427002318,0,0,0,0
SADE,host_incorrect_gateway,ospf_enterprise_static,m,0427002816,0,0,0,0
SADE,host_incorrect_gateway,ospf_enterprise_static,l,0427003842,0,0,1,1
SADE,host_incorrect_gateway,rip_small_internet_vpn,s,0427004319,0,0,0,0
SADE,host_incorrect_gateway,rip_small_internet_vpn,m,0427004659,0,0,0,0
SADE,host_incorrect_gateway,rip_small_internet_vpn,l,0427004943,0,0,0,0
SADE,host_incorrect_gateway,simple_bgp,-,0427005250,0,0,0,0
SADE,host_incorrect_ip,dc_clos_bgp,s,0427005506,0,0,0,0
SADE,host_incorrect_ip,dc_clos_bgp,m,0427005811,0,0,0,0
SADE,host_incorrect_ip,dc_clos_bgp,l,0427010303,0,0,0,0
SADE,host_incorrect_ip,dc_clos_service,s,0427010742,0,0,0,0
SADE,host_incorrect_ip,dc_clos_service,m,0427011116,0,0,0,0
SADE,host_incorrect_ip,dc_clos_service,l,0427011453,0,0,0,0
SADE,host_incorrect_ip,ospf_enterprise_static,s,0427011836,0,0,0,0
SADE,host_incorrect_ip,ospf_enterprise_static,m,0427012353,0,0,0,0
SADE,host_incorrect_ip,ospf_enterprise_static,l,0427013108,0,0,1,1
SADE,host_incorrect_ip,rip_small_internet_vpn,s,0427014321,0,0,0,0
SADE,host_incorrect_ip,rip_small_internet_vpn,m,0427014841,0,0,0,0
SADE,host_incorrect_ip,rip_small_internet_vpn,l,0427015200,0,0,0,0
SADE,host_incorrect_ip,sdn_star,s,0429184714,0,0,0,0
SADE,host_incorrect_ip,sdn_star,m,0429184856,0,0,0,0
SADE,host_incorrect_ip,sdn_star,l,0429185048,0,0,0,0
SADE,host_incorrect_ip,sdn_clos,s,0429185233,0,0,0,0
SADE,host_incorrect_ip,sdn_clos,m,0429185424,0,0,0,0
SADE,host_incorrect_ip,sdn_clos,l,0429190620,0,2,0,2
SADE,host_incorrect_ip,p4_bloom_filter,-,0427025103,0,0,0,0
SADE,host_incorrect_ip,p4_counter,-,0427025504,0,0,0,0
SADE,host_incorrect_ip,p4_int,-,0427025748,0,1,0,1
SADE,host_incorrect_ip,p4_mpls,-,0427030352,0,0,0,0
SADE,host_incorrect_ip,simple_bgp,-,0427030651,0,0,0,0
SADE,host_incorrect_netmask,dc_clos_bgp,s,0427031151,0,0,0,0
SADE,host_incorrect_netmask,dc_clos_bgp,m,0427031537,0,0,0,0
SADE,host_incorrect_netmask,dc_clos_bgp,l,0427032055,0,0,0,0
SADE,host_incorrect_netmask,dc_clos_service,s,0427032507,0,0,0,0
SADE,host_incorrect_netmask,dc_clos_service,m,0427032905,0,0,0,0
SADE,host_incorrect_netmask,dc_clos_service,l,0427034013,0,0,0,0
SADE,host_incorrect_netmask,ospf_enterprise_static,s,0427040419,0,1,0,1
SADE,host_incorrect_netmask,ospf_enterprise_static,m,0427041622,0,0,0,0
SADE,host_incorrect_netmask,ospf_enterprise_static,l,0427042444,0,0,1,1
SADE,host_incorrect_netmask,rip_small_internet_vpn,s,0427042851,0,0,0,0
SADE,host_incorrect_netmask,rip_small_internet_vpn,m,0427043218,0,1,0,1
SADE,host_incorrect_netmask,rip_small_internet_vpn,l,0427043905,0,3,0,3
SADE,host_incorrect_netmask,simple_bgp,-,0427044547,0,2,0,2
SADE,host_missing_ip,dc_clos_bgp,s,0427044745,0,0,0,0
SADE,host_missing_ip,dc_clos_bgp,m,0427045017,0,0,0,0
SADE,host_missing_ip,dc_clos_bgp,l,0427045443,0,0,0,0
SADE,host_missing_ip,dc_clos_service,s,0427045919,0,0,0,0
SADE,host_missing_ip,dc_clos_service,m,0427050147,0,0,0,0
SADE,host_missing_ip,dc_clos_service,l,0427050504,0,0,0,0
SADE,host_missing_ip,ospf_enterprise_static,s,0427050819,0,0,0,0
SADE,host_missing_ip,ospf_enterprise_static,m,0427051300,0,0,0,0
SADE,host_missing_ip,ospf_enterprise_static,l,0427052125,0,0,1,1
SADE,host_missing_ip,rip_small_internet_vpn,s,0427052533,0,0,0,0
SADE,host_missing_ip,rip_small_internet_vpn,m,0427053127,0,0,0,0
SADE,host_missing_ip,rip_small_internet_vpn,l,0427053426,0,0,0,0
SADE,host_missing_ip,sdn_star,s,0429193117,0,0,0,0
SADE,host_missing_ip,sdn_star,m,0429193320,0,0,0,0
SADE,host_missing_ip,sdn_star,l,0429193517,0,0,0,0
SADE,host_missing_ip,sdn_clos,s,0429193739,0,0,0,0
SADE,host_missing_ip,sdn_clos,m,0429193944,0,0,0,0
SADE,host_missing_ip,sdn_clos,l,0429195235,0,0,0,0
SADE,host_missing_ip,p4_bloom_filter,-,0427064101,0,0,0,0
SADE,host_missing_ip,p4_counter,-,0427064255,0,0,0,0
SADE,host_missing_ip,p4_int,-,0427064458,0,0,0,0
SADE,host_missing_ip,p4_mpls,-,0427064658,0,0,0,0
SADE,host_missing_ip,simple_bgp,-,0427064911,0,0,0,0
SADE,dns_service_down,dc_clos_service,s,0427065104,0,0,0,0
SADE,dns_service_down,dc_clos_service,m,0427065403,0,0,0,0
SADE,dns_service_down,dc_clos_service,l,0427070138,0,0,0,0
SADE,host_vpn_membership_missing,rip_small_internet_vpn,s,0427071225,0,1,0,1
SADE,host_vpn_membership_missing,rip_small_internet_vpn,m,0427071855,0,1,0,1
SADE,host_vpn_membership_missing,rip_small_internet_vpn,l,0427072713,0,1,0,1
SADE,link_detach,dc_clos_bgp,s,0427073455,0,0,0,0
SADE,link_detach,dc_clos_bgp,m,0427073732,0,0,0,0
SADE,link_detach,dc_clos_bgp,l,0427074232,0,0,0,0
SADE,link_detach,dc_clos_service,s,0427074640,0,0,0,0
SADE,link_detach,dc_clos_service,m,0427074918,0,0,0,0
SADE,link_detach,dc_clos_service,l,0427075241,0,0,0,0
SADE,link_detach,ospf_enterprise_static,s,0427075622,0,0,0,0
SADE,link_detach,ospf_enterprise_static,m,0427080107,0,0,0,0
SADE,link_detach,ospf_enterprise_static,l,0427080938,0,0,1,1
SADE,link_detach,rip_small_internet_vpn,s,0427081355,0,0,0,0
SADE,link_detach,rip_small_internet_vpn,m,0427081643,0,0,0,0
SADE,link_detach,rip_small_internet_vpn,l,0427081930,0,0,0,0
SADE,link_detach,sdn_star,s,0429200817,0,0,0,0
SADE,link_detach,sdn_star,m,0429201003,0,0,0,0
SADE,link_detach,sdn_star,l,0429201156,0,0,0,0
SADE,link_detach,sdn_clos,s,0429201359,0,0,0,0
SADE,link_detach,sdn_clos,m,0429201555,0,0,0,0
SADE,link_detach,sdn_clos,l,0427090810,0,0,0,0
SADE,link_detach,p4_bloom_filter,-,0427092047,0,0,0,0
SADE,link_detach,p4_counter,-,0427092303,0,0,0,0
SADE,link_detach,p4_int,-,0427092457,0,0,0,0
SADE,link_detach,p4_mpls,-,0427092712,0,0,0,0
SADE,link_detach,simple_bgp,-,0427092931,0,0,0,0
SADE,link_down,dc_clos_bgp,s,0427093124,0,0,0,0
SADE,link_down,dc_clos_bgp,m,0427093704,0,0,0,0
SADE,link_down,dc_clos_bgp,l,0427094226,0,0,0,0
SADE,link_down,dc_clos_service,s,0427094648,0,0,0,0
SADE,link_down,dc_clos_service,m,0427095014,0,0,0,0
SADE,link_down,dc_clos_service,l,0427095408,0,0,0,0
SADE,link_down,ospf_enterprise_static,s,0427100327,0,0,0,0
SADE,link_down,ospf_enterprise_static,m,0427100932,0,0,0,0
SADE,link_down,ospf_enterprise_static,l,0427101920,0,0,1,1
SADE,link_down,rip_small_internet_vpn,s,0427102313,0,0,0,0
SADE,link_down,rip_small_internet_vpn,m,0427102537,0,0,0,0
SADE,link_down,rip_small_internet_vpn,l,0427102806,0,0,0,0
SADE,link_down,sdn_star,s,0429203946,0,0,0,0
SADE,link_down,sdn_star,m,0429204151,0,1,0,1
SADE,link_down,sdn_star,l,0429205017,0,2,0,2
SADE,link_down,sdn_clos,s,0429205402,0,0,0,0
SADE,link_down,sdn_clos,m,0429205558,0,0,0,0
SADE,link_down,sdn_clos,l,0429210457,0,0,0,0
SADE,link_down,p4_bloom_filter,-,0427113525,0,0,0,0
SADE,link_down,p4_counter,-,0427113826,0,0,0,0
SADE,link_down,p4_int,-,0427114047,0,0,0,0
SADE,link_down,p4_mpls,-,0427114351,0,0,0,0
SADE,link_down,simple_bgp,-,0427114634,0,0,0,0
SADE,link_flap,dc_clos_bgp,s,0427114915,0,0,0,0
SADE,link_flap,dc_clos_bgp,m,0427115341,0,0,0,0
SADE,link_flap,dc_clos_bgp,l,0427115859,0,0,0,0
SADE,link_flap,dc_clos_service,s,0427120314,0,0,0,0
SADE,link_flap,dc_clos_service,m,0427120821,0,0,0,0
SADE,link_flap,dc_clos_service,l,0427121227,0,0,0,0
SADE,link_flap,ospf_enterprise_static,s,0427121610,0,0,0,0
SADE,link_flap,ospf_enterprise_static,m,0427121952,0,0,0,0
SADE,link_flap,ospf_enterprise_static,l,0427123043,0,0,1,1
SADE,link_flap,rip_small_internet_vpn,s,0427123441,0,0,0,0
SADE,link_flap,rip_small_internet_vpn,m,0427123825,0,0,0,0
SADE,link_flap,rip_small_internet_vpn,l,0427124044,0,0,0,0
SADE,link_flap,sdn_star,s,0430130901,0,0,0,0
SADE,link_flap,sdn_star,m,0430131100,0,0,0,0
SADE,link_flap,sdn_star,l,0430131420,0,0,0,0
SADE,link_flap,sdn_clos,s,0430131648,0,0,0,0
SADE,link_flap,sdn_clos,m,0430132444,0,0,0,0
SADE,link_flap,sdn_clos,l,0430133337,0,2,0,2
SADE,link_flap,p4_bloom_filter,-,0430134311,0,0,0,0
SADE,link_flap,p4_counter,-,0430135310,0,0,0,0
SADE,link_flap,p4_int,-,0430135546,0,0,0,0
SADE,link_flap,p4_mpls,-,0427141241,0,0,0,0
SADE,link_flap,simple_bgp,-,0430140155,0,0,0,0
SADE,link_fragmentation_disabled,dc_clos_bgp,s,0427141858,0,0,0,0
SADE,link_fragmentation_disabled,dc_clos_bgp,m,0427142611,0,0,0,0
SADE,link_fragmentation_disabled,dc_clos_bgp,l,0427143459,0,0,0,0
SADE,link_fragmentation_disabled,dc_clos_service,s,0427144233,0,0,0,0
SADE,link_fragmentation_disabled,dc_clos_service,m,0427144757,0,0,0,0
SADE,link_fragmentation_disabled,dc_clos_service,l,0427145642,0,0,0,0
SADE,link_fragmentation_disabled,ospf_enterprise_static,s,0427150209,0,0,0,0
SADE,link_fragmentation_disabled,ospf_enterprise_static,m,0427150828,0,0,0,0
SADE,link_fragmentation_disabled,ospf_enterprise_static,l,0427151557,0,0,1,1
SADE,link_fragmentation_disabled,rip_small_internet_vpn,s,0427152344,0,0,0,0
SADE,link_fragmentation_disabled,rip_small_internet_vpn,m,0427152841,0,0,0,0
SADE,link_fragmentation_disabled,rip_small_internet_vpn,l,0427153302,0,0,0,0
SADE,link_fragmentation_disabled,sdn_star,s,0430141045,0,0,0,0
SADE,link_fragmentation_disabled,sdn_star,m,0430142313,0,0,0,0
SADE,link_fragmentation_disabled,sdn_star,l,0430143514,0,1,0,1
SADE,link_fragmentation_disabled,sdn_clos,s,0430144519,0,0,0,0
SADE,link_fragmentation_disabled,sdn_clos,m,0430145503,0,0,0,0
SADE,link_fragmentation_disabled,sdn_clos,l,0430150419,0,0,0,0
SADE,link_fragmentation_disabled,p4_bloom_filter,-,0430152004,0,0,0,0
SADE,link_fragmentation_disabled,p4_counter,-,0430152658,0,1,0,1
SADE,link_fragmentation_disabled,p4_int,-,0430153613,0,2,0,2
SADE,link_fragmentation_disabled,p4_mpls,-,0430154050,0,1,0,1
SADE,link_fragmentation_disabled,simple_bgp,-,0427170240,0,0,0,0
SADE,arp_acl_block,dc_clos_bgp,s,0429025014,0,0,0,0
SADE,arp_acl_block,dc_clos_bgp,m,0429025420,0,0,0,0
SADE,arp_acl_block,dc_clos_bgp,l,0429025855,0,0,0,0
SADE,arp_acl_block,dc_clos_service,s,0429030647,0,0,0,0
SADE,arp_acl_block,dc_clos_service,m,0429031052,0,0,0,0
SADE,arp_acl_block,dc_clos_service,l,0429031442,0,0,0,0
SADE,arp_acl_block,ospf_enterprise_static,s,0429031836,0,0,0,0
SADE,arp_acl_block,ospf_enterprise_static,m,0429032450,0,0,0,0
SADE,arp_acl_block,ospf_enterprise_static,l,0429033333,0,0,1,1
SADE,arp_acl_block,rip_small_internet_vpn,s,0429033839,0,0,0,0
SADE,arp_acl_block,rip_small_internet_vpn,m,0429034221,0,0,0,0
SADE,arp_acl_block,rip_small_internet_vpn,l,0429034518,0,0,0,0
SADE,arp_acl_block,sdn_star,s,0429034831,0,0,0,0
SADE,arp_acl_block,sdn_star,m,0429035637,0,0,0,0
SADE,arp_acl_block,sdn_star,l,0429040824,0,0,0,0
SADE,arp_acl_block,sdn_clos,s,0429041708,0,0,0,0
SADE,arp_acl_block,sdn_clos,m,0429042229,0,2,0,2
SADE,arp_acl_block,sdn_clos,l,0429043205,0,0,0,0
SADE,arp_acl_block,p4_bloom_filter,-,0429044057,0,0,0,0
SADE,arp_acl_block,p4_counter,-,0429044400,0,0,0,0
SADE,arp_acl_block,p4_int,-,0501140414,0,1,0,1
SADE,arp_acl_block,p4_mpls,-,0429044654,0,2,0,2
SADE,arp_acl_block,simple_bgp,-,0429045019,0,0,0,0
SADE,bgp_acl_block,dc_clos_bgp,s,0429045351,0,0,0,0
SADE,bgp_acl_block,dc_clos_bgp,m,0429045631,0,0,0,0
SADE,bgp_acl_block,dc_clos_bgp,l,0429050241,0,0,0,0
SADE,bgp_acl_block,dc_clos_service,s,0429050856,0,0,0,0
SADE,bgp_acl_block,dc_clos_service,m,0429051246,0,0,0,0
SADE,bgp_acl_block,dc_clos_service,l,0429051844,0,0,0,0
SADE,bgp_acl_block,simple_bgp,-,0429052315,0,0,0,0
SADE,dns_port_blocked,dc_clos_service,s,0429052515,0,0,0,0
SADE,dns_port_blocked,dc_clos_service,m,0429052825,0,0,0,0
SADE,dns_port_blocked,dc_clos_service,l,0429053414,0,0,0,0
SADE,http_acl_block,dc_clos_service,s,0429053849,0,0,0,0
SADE,http_acl_block,dc_clos_service,m,0429054128,0,0,0,0
SADE,http_acl_block,dc_clos_service,l,0429054638,0,0,0,0
SADE,http_acl_block,ospf_enterprise_static,s,0429055110,0,0,0,0
SADE,http_acl_block,ospf_enterprise_static,m,0429055816,0,0,0,0
SADE,http_acl_block,ospf_enterprise_static,l,0429060740,0,0,1,1
SADE,http_acl_block,rip_small_internet_vpn,s,0429061254,0,0,0,0
SADE,http_acl_block,rip_small_internet_vpn,m,0429061559,0,0,0,0
SADE,http_acl_block,rip_small_internet_vpn,l,0429061857,0,0,0,0
SADE,icmp_acl_block,dc_clos_bgp,s,0429062219,0,0,0,0
SADE,icmp_acl_block,dc_clos_bgp,m,0429062759,0,0,0,0
SADE,icmp_acl_block,dc_clos_bgp,l,0429063521,0,0,0,0
SADE,icmp_acl_block,dc_clos_service,s,0429064234,0,0,0,0
SADE,icmp_acl_block,dc_clos_service,m,0429064848,0,0,0,0
SADE,icmp_acl_block,dc_clos_service,l,0429065639,0,0,0,0
SADE,icmp_acl_block,ospf_enterprise_static,s,0429070157,0,0,0,0
SADE,icmp_acl_block,ospf_enterprise_static,m,0429070721,0,0,0,0
SADE,icmp_acl_block,ospf_enterprise_static,l,0429071533,0,0,1,1
SADE,icmp_acl_block,rip_small_internet_vpn,s,0429072128,0,0,0,0
SADE,icmp_acl_block,rip_small_internet_vpn,m,0429072457,0,0,0,0
SADE,icmp_acl_block,rip_small_internet_vpn,l,0429072855,0,0,0,0
SADE,icmp_acl_block,sdn_star,s,0429073313,0,0,0,0
SADE,icmp_acl_block,sdn_star,m,0429073824,0,2,0,2
SADE,icmp_acl_block,sdn_clos,m,0429081237,0,0,0,0
SADE,icmp_acl_block,sdn_clos,l,0429082512,0,1,0,1
SADE,icmp_acl_block,p4_bloom_filter,-,0429083636,0,0,0,0
SADE,icmp_acl_block,p4_counter,-,0429084348,0,3,0,3
SADE,icmp_acl_block,p4_mpls,-,0429085029,0,1,0,1
SADE,icmp_acl_block,p4_int,-,0501145649,0,3,0,3
SADE,icmp_acl_block,simple_bgp,-,0429091531,0,0,0,0
SADE,ospf_acl_block,ospf_enterprise_static,s,0429091903,0,0,0,0
SADE,ospf_acl_block,ospf_enterprise_static,m,0429092340,0,0,0,0
SADE,ospf_acl_block,ospf_enterprise_static,l,0429093059,0,0,1,1
SADE,bgp_asn_misconfig,dc_clos_bgp,s,0429030536,0,0,0,0
SADE,bgp_asn_misconfig,dc_clos_bgp,m,0429030818,0,0,0,0
SADE,bgp_asn_misconfig,dc_clos_bgp,l,0429031315,0,0,0,0
SADE,bgp_asn_misconfig,dc_clos_service,s,0429031824,0,0,0,0
SADE,bgp_asn_misconfig,dc_clos_service,m,0429032105,0,0,0,0
SADE,bgp_asn_misconfig,dc_clos_service,l,0429032536,0,0,0,0
SADE,bgp_asn_misconfig,simple_bgp,-,0430155706,0,0,0,0
SADE,bgp_blackhole_route_leak,dc_clos_bgp,s,0430102836,0,0,0,0
SADE,bgp_blackhole_route_leak,dc_clos_bgp,m,0430103201,0,0,0,0
SADE,bgp_blackhole_route_leak,dc_clos_bgp,l,0430104043,0,0,0,0
SADE,bgp_blackhole_route_leak,dc_clos_service,s,0430104950,0,0,0,0
SADE,bgp_blackhole_route_leak,dc_clos_service,m,0430105430,0,0,0,0
SADE,bgp_blackhole_route_leak,dc_clos_service,l,0430110047,0,0,0,0
SADE,bgp_blackhole_route_leak,simple_bgp,-,0430111137,0,0,0,0
SADE,bgp_hijacking,dc_clos_service,s,0429034104,0,0,0,0
SADE,bgp_hijacking,dc_clos_service,m,0429034919,0,0,0,0
SADE,bgp_hijacking,dc_clos_service,l,0429035747,0,0,0,0
SADE,bgp_missing_route_advertisement,dc_clos_bgp,s,0429040514,0,2,0,2
SADE,bgp_missing_route_advertisement,dc_clos_bgp,m,0429040815,0,2,0,2
SADE,bgp_missing_route_advertisement,dc_clos_bgp,l,0429041439,0,0,0,0
SADE,bgp_missing_route_advertisement,dc_clos_service,s,0429042110,0,0,0,0
SADE,bgp_missing_route_advertisement,dc_clos_service,m,0429042442,0,0,0,0
SADE,bgp_missing_route_advertisement,dc_clos_service,l,0429043157,0,0,0,0
SADE,bgp_missing_route_advertisement,simple_bgp,-,0429044818,0,0,0,0
SADE,host_static_blackhole,dc_clos_bgp,s,0430112512,0,0,0,0
SADE,host_static_blackhole,dc_clos_bgp,m,0430112907,0,0,0,0
SADE,host_static_blackhole,dc_clos_bgp,l,0430113921,0,0,0,0
SADE,host_static_blackhole,dc_clos_service,s,0430114710,0,0,0,0
SADE,host_static_blackhole,dc_clos_service,m,0430115411,0,1,0,1
SADE,host_static_blackhole,dc_clos_service,l,0430120255,0,0,0,0
SADE,host_static_blackhole,simple_bgp,-,0430121021,0,0,0,0
SADE,mac_address_conflict,dc_clos_bgp,s,0429050127,0,0,0,0
